Transaction Number,Vendor,Category,Amount
1900802804,ILSE AMLOT CENTRE FOR WOMEN & CHILD,People and Recruitment,"£1,376"
1900804812,DAY WEBSTER,People and Recruitment,"£1,376"
8001807184,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,372"
8001807214,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,372"
8001796281,PREMIER CAREWAITING LTD,Social care,"£1,368"
5201138782,ASKEWS & HOLTS LIBRARY SERVICES LTD,Communication,"£1,367"
1900802977,DAY WEBSTER,People and Recruitment,"£1,366"
8001809001,CIRCLE OF CARE SERVICE LTD,Social care,"£1,365"
5201140910,REDACTED PERSONAL DATA,Sport and Leisure,"£1,364"
1900802256,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,"£1,363"
200344545,PHOENIX COMMUNITY CARE LTD,Social care,"£1,360"
5201140094,SKILLS FOR CARE SOLUTIONS LTD,Learning and Development,"£1,358"
1900802511,ANNA HOUSE LTD,Children and Education,"£1,358"
1900802509,ANNA HOUSE LTD,Children and Education,"£1,358"
8001847521,REDACTED PERSONAL DATA,Temporary Accommodation,"£1,358"
1900804384,RIG MEDICAL RECRUIT LTD,People and Recruitment,"£1,357"
8001835101,ONE HOUSING GROUP LTD,Social care,"£1,355"
200344532,HORNSEY HOUSING TRUST,Social care,"£1,354"
8001814581,NORTH LONDON ASIAN CARE,Social care,"£1,351"
200344530,HORNSEY HOUSING TRUST,Social care,"£1,350"
1900803728,ARLINGCLOSE LTD,Finance,"£1,350"
8001807114,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,350"
8001811883,STEP AHEAD SERVICES LTD,"Construction, Property and Fac Man","£1,349"
5201140657,OXFORD COMPUTER CONSULTANTS LTD,IT and Telecoms,"£1,345"
5201140656,OXFORD COMPUTER CONSULTANTS LTD,IT and Telecoms,"£1,345"
1900804772,CLIFFORD DEVLIN LTD,"Construction, Property and Fac Man","£1,345"
8001846742,LONDON CARE PLC,Social care,"£1,344"
8001807256,W M PROPERTY ASSOCIATES LIMITED,"Construction, Property and Fac Man","£1,344"
8001842661,WEST LODGE LIMITED,Temporary Accommodation,"£1,344"
8001807213,W M PROPERTY ASSOCIATES LIMITED,Temporary Accommodation,"£1,344"
8001807147,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,344"
8001811833,ALERE CARE LIMITED,"Construction, Property and Fac Man","£1,344"
1900802732,NOW MEDICAL,General,"£1,343"
5201138707,ROYAL MAIL GROUP PLC,General,"£1,342"
8001815594,LONDON CARE PLC,Social care,"£1,341"
8001846915,LONDON CARE PLC,Social care,"£1,341"
8001850517,LOOK AHEAD CARE AND SUPPORT LTD,Social care,"£1,341"
8001814954,LONDON CARE PLC,Social care,"£1,341"
8001846427,GRACE EYRE FOUNDATION,Social care,"£1,341"
8001847155,LONDON CARE PLC,Social care,"£1,341"
8001825881,LYNCADE LTD t/a CAVENDISH CARS,Transport & Travel,"£1,338"
1900804813,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,"£1,337"
8001811941,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,336"
8001817941,EXTRA MILE CARE COMPANY,Social care,"£1,334"
8001814862,LONDON CARE PLC,Social care,"£1,333"
8001846705,LONDON CARE PLC,Social care,"£1,333"
8001815086,LONDON CARE PLC,Social care,"£1,333"
8001814768,LONDON CARE PLC,Social care,"£1,333"
1900803678,BRETSA LTD,People and Recruitment,"£1,333"
5201138668,KENYON BLOCK CONSULTANTS LTD,People and Recruitment,"£1,332"
8001850841,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,331"
8001829221,PREMIER CAREWAITING LTD,Social care,"£1,328"
8001846553,NEW CENTURY CARE (FINCHLEY) LTD,Temporary Accommodation,"£1,327"
1900804027,VIRGIN MEDIA PAYMENTS LIMITED,IT and Telecoms,"£1,327"
1900804996,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£1,326"
5201138439,TNT POST LONDON LTD,General,"£1,321"
1900803411,BINOH,Children and Education,"£1,320"
8001811931,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,320"
1900803415,BINOH,Children and Education,"£1,320"
1900803708,NORTHUMBERLAND PARK HOUSE,Temporary Accommodation,"£1,320"
1900803416,BINOH,Children and Education,"£1,320"
8001811947,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,320"
8001811969,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,318"
8001849800,SEVACARE (UK) LTD,Social care,"£1,317"
8001807177,GATEWAY LEGAL & PROF SRVS (UK) LTD,Temporary Accommodation,"£1,316"
8001807160,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,316"
8001807235,W M PROPERTY ASSOCIATES LIMITED,"Construction, Property and Fac Man","£1,316"
8001848597,RUNWOOD HOMES LTD,Temporary Accommodation,"£1,315"
1900803332,BADGER COMPUTER SERVICES LTD,IT and Telecoms,"£1,313"
8001818101,EXTRA MILE CARE COMPANY,Social care,"£1,310"
1900802545,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,"£1,310"
8001850976,FINEFAIR LTD,"Construction, Property and Fac Man","£1,306"
8001846842,LONDON CARE PLC,Social care,"£1,305"
5201139171,TYCO FIRE & INTEGRATED SOLUTIONS (U,"Construction, Property and Fac Man","£1,302"
1900803919,CHRISTOPHER HOUSE (LONDON) LTD,Temporary Accommodation,"£1,302"
8001833461,CIRCLE OF CARE SERVICE LTD,Social care,"£1,302"
8001841341,REDACTED PERSONAL DATA,Social care,"£1,302"
8001808021,CIRCLE OF CARE SERVICE LTD,Social care,"£1,302"
8001811890,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,302"
8001811916,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,302"
5201140530,JANET LEE TRAINING & CONSULTANCY LI,Learning and Development,"£1,300"
5201141232,TRANSPORT & TRAVEL RESEARCH LTD,People and Recruitment,"£1,300"
5201138940,CYCLING INSTRUCTOR LTD,Learning and Development,"£1,300"
8001802441,ONE HOUSING GROUP LTD,Social care,"£1,299"
8001802481,ONE HOUSING GROUP LTD,Social care,"£1,299"
5201141426,ELEGANCE FURNITURE SUPPLIES LTD,General,"£1,299"
5201141274,LANGUAGEBASE LTD,Communication,"£1,298"
1900804174,THE EWING FOUNDATION,Children and Education,"£1,298"
8001848726,FOSTERCARE UK LTD,Children and Education,"£1,296"
1900804511,ALEXANDERS LTD,Temporary Accommodation,"£1,296"
5201141444,REDACTED PERSONAL DATA,Sport and Leisure,"£1,295"
8001804581,THE PROPERTY COMPANY LONDON LTD,Temporary Accommodation,"£1,293"
1900803314,BRETSA LTD,People and Recruitment,"£1,291"
8001808094,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,291"
8001808088,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,291"
8001808104,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,291"
8001808068,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,291"
8001808057,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,291"
8001808066,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,291"
8001808072,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,291"
8001808059,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,291"
8001808060,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,291"
8001817821,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£1,291"
8001808050,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,291"
8001808103,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,291"
8001808089,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,291"
8001808106,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,291"
8001808041,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,291"
8001808076,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,291"
8001792200,ISLINGTON COUNCIL,Children and Education,"£1,290"
8001850863,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,290"
8001827901,HAIL LTD,Social care,"£1,288"
8001795041,HAIL LTD,Social care,"£1,288"
8001807220,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,288"
8001807198,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,288"
8001807141,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,288"
8001807223,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,288"
8001807188,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,288"
8001807239,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,"£1,288"
8001807153,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,288"
8001807186,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,"£1,288"
8001807171,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,"£1,288"
8001807208,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,"£1,288"
8001804141,ARAN HOMES LIMITED,Social care,"£1,288"
8001845121,ARAN HOMES LIMITED,Social care,"£1,288"
1900803100,SHAW & SONS LIMITED,Communication,"£1,288"
8001815921,CORE OUTREACH & CARE SERVICES UK LT,Social care,"£1,287"
5201140965,NORTHGATE INFORMATION SOLUTIONS UK,IT and Telecoms,"£1,287"
8001847091,LONDON CARE PLC,Social care,"£1,286"
8001811881,INDEPENDENT PLUS LTD,"Construction, Property and Fac Man","£1,282"
8001837141,ONE HOUSING GROUP LTD,Social care,"£1,281"
8001817461,OPTIMAL CARE SERVICES LTD,Social care,"£1,280"
8001821401,DEVELOPMENT & LEARNING OPPORTUNITIE,Social care,"£1,279"
1900803638,COMMUNITY HOUSING LTD,Temporary Accommodation,"£1,278"
1900803725,COMMUNITY HOUSING LTD,Temporary Accommodation,"£1,278"
8001807286,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,"£1,276"
5201138726,CIVICA UK LTD,People and Recruitment,"£1,274"
5201139188,DELL CORPORATION LTD,IT and Telecoms,"£1,272"
8001812021,ANDERSEN CARE LIMITED,Social care,"£1,272"
8001830021,PREMIER CAREWAITING LTD,Social care,"£1,265"
5201140642,THOMAS LIMB T/A OXFORD MEDIA SOLUTI,Communication,"£1,265"
5201138662,THOMAS LIMB T/A OXFORD MEDIA SOLUTI,Communication,"£1,265"
8001842765,RUNWOOD HOMES LTD,Temporary Accommodation,"£1,262"
8001847573,GREENFIELDS RES CARE HOMES LTD,Temporary Accommodation,"£1,260"
8001847565,GREENFIELDS RES CARE HOMES LTD,Temporary Accommodation,"£1,260"
8001807210,ESTATE141 LIMITED,Temporary Accommodation,"£1,260"
8001807207,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,260"
5201141438,CURL LA TOURELLE ARCHITECTS,"Construction, Property and Fac Man","£1,260"
8001836005,WEST LODGE LIMITED,"Construction, Property and Fac Man","£1,260"
1900804008,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£1,260"
5201139854,CROWN PROMOTIONS & REMOVALS LTD,General,"£1,260"
5201140462,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£1,260"
1900803704,HOMELINK LETTINGS & ESTATES LTD,Temporary Accommodation,"£1,260"
8001807124,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,260"
8001804001,ARAN HOMES LIMITED,Temporary Accommodation,"£1,259"
8001844841,ARAN HOMES LIMITED,Temporary Accommodation,"£1,259"
8001811828,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,257"
5201138644,ATKINS LTD,People and Recruitment,"£1,257"
8001844941,ARAN HOMES LIMITED,Temporary Accommodation,"£1,255"
8001804061,ARAN HOMES LIMITED,Temporary Accommodation,"£1,255"
8001845081,ARAN HOMES LIMITED,Temporary Accommodation,"£1,255"
8001804101,ARAN HOMES LIMITED,Temporary Accommodation,"£1,255"
1900802239,THE PLACEMENT GROUP (UK) LTD,People and Recruitment,"£1,254"
8001834781,DILIGENT CARE SERVICES LTD,Social care,"£1,250"
8001802401,CAMDEN SOCIETY,Social care,"£1,250"
8001846665,NEWSTEAD NURSING HOME,Social care,"£1,250"
5201140458,LEISURE MATTERS (UK) LTD,People and Recruitment,"£1,250"
8001830882,CIRCLE OF CARE SERVICE LTD,Social care,"£1,248"
8001808001,CIRCLE OF CARE SERVICE LTD,Social care,"£1,248"
1900802544,PLEXUS LAW (OFFICE ACCOUNT),Finance,"£1,247"
8001811835,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,245"
8001811823,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,245"
8001811932,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,245"
5201141479,UK POWER NETWORKS (OPERATIONS) LTD,Public Realm,"£1,244"
5201139358,RUSKINS TREE SURGERY LTD,Public Realm,"£1,244"
1900804007,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£1,243"
8001846419,REDACTED PERSONAL DATA,Social care,"£1,243"
8001847743,WATERFALL HSE LTD t/a AMBERLEY HOUS,Social care,"£1,243"
5201140637,G W TWILLEY & SON LTD,Transport & Travel,"£1,242"
5201140697,REDACTED PERSONAL DATA,Sport and Leisure,"£1,242"
1900803315,BRETSA LTD,People and Recruitment,"£1,241"
8001815576,SEAFIELDS FOSTERING LIMITED,Children and Education,"£1,241"
8001813561,NORTH LONDON ASIAN CARE,Social care,"£1,241"
1900803921,CHRISTOPHER HOUSE (LONDON) LTD,Temporary Accommodation,"£1,240"
5201141470,MYERS (IDEAL SUPPLIES) LTD,General,"£1,240"
5201138390,DAVINA PACKAGING LTD,Communication,"£1,238"
5201140002,JOHN BURKE ASSOCIATES,"Construction, Property and Fac Man","£1,238"
8001802581,ONE HOUSING GROUP LTD,Social care,"£1,237"
1900803634,COMMUNITY HOUSING LTD,Temporary Accommodation,"£1,236"
8001843401,MAISON MOTI LTD,Temporary Accommodation,"£1,236"
8001807521,MAISON MOTI LTD,Temporary Accommodation,"£1,236"
8001847597,BUPA CARE HOMES (CFHCARE) LTD,Temporary Accommodation,"£1,233"
8001811984,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man","£1,232"
8001807244,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,232"
8001807237,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,"£1,232"
5201138700,P N IZZO CONSULTING,People and Recruitment,"£1,232"
8001807246,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,232"
8001807243,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,232"
8001807172,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,232"
8001807193,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,232"
8001807192,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,"£1,232"
8001807267,ATLAS PROPERTY LONDON LTD,Temporary Accommodation,"£1,232"
1900803927,REDACTED PERSONAL DATA,General,"£1,231"
8001842621,COTTAGE & RURAL ENTERPRISES LTD,Social care,"£1,231"
8001805441,COTTAGE & RURAL ENTERPRISES LTD,Social care,"£1,231"
8001850975,CHRISTOPHER HOUSE (LONDON) LTD,"Construction, Property and Fac Man","£1,231"
8001817341,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£1,231"
1900802779,PURDY CONTRACTS LTD,"Construction, Property and Fac Man","£1,230"
8001849597,SEVACARE (UK) LTD,Social care,"£1,230"
1900803569,BADGER COMPUTER SERVICES LTD,IT and Telecoms,"£1,230"
5201139221,CRYSTAL PERSONNEL SERVICES,General,"£1,230"
5201140104,DIFFERENT STROKES LONDON NORTH GROU,Social care,"£1,230"
8001811968,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,225"
8001849551,SEVACARE (UK) LTD,Social care,"£1,225"
5201141522,ROYAL MAIL GROUP PLC,General,"£1,225"
8001811541,DE BOHUN CARE LTD,Temporary Accommodation,"£1,224"
8001848487,PHOENIX COMMUNITY CARE LTD,Children and Education,"£1,224"
8001833521,MARCUS & MARCUS LTD,Social care,"£1,224"
8001827301,MARCUS & MARCUS LTD,Social care,"£1,224"
5201140620,THEBIGWORD INTERPRETING SERVICES LI,Communication,"£1,223"
8001834801,DILIGENT CARE SERVICES LTD,Social care,"£1,220"
8001811081,HARINGEY MENCAP LIMITED,Social care,"£1,220"
8001810941,HARINGEY MENCAP LIMITED,Social care,"£1,220"
8001811121,HARINGEY MENCAP LIMITED,Social care,"£1,220"
8001846725,LONDON CARE PLC,Social care,"£1,219"
8001814788,LONDON CARE PLC,Social care,"£1,219"
8001815107,LONDON CARE PLC,Social care,"£1,219"
1900803545,REDACTED PERSONAL DATA,General,"£1,218"
8001850802,DRS CARE HOMES LTD,Temporary Accommodation,"£1,218"
8001807481,MAISON MOTI LTD,Temporary Accommodation,"£1,217"
8001843422,MAISON MOTI LTD,Temporary Accommodation,"£1,217"
1900804736,DIAMOND BUILD PLC,"Construction, Property and Fac Man","£1,217"
8001823961,INDIVIDUALISED CARE LTD,Social care,"£1,215"
5201140068,ENVIRONMENTAL HEALTH RESRC CNTR LTD,Public Realm,"£1,215"
8001849605,SEVACARE (UK) LTD,Social care,"£1,215"
5201140789,TRUSTMARQUE SOLUTIONS LIMITED,IT and Telecoms,"£1,214"
8001842763,REDACTED PERSONAL DATA,Temporary Accommodation,"£1,214"
8001850987,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,210"
5201140894,BALL COLEGRAVE LTD,Public Realm,"£1,210"
8001822401,VINEYARD (UK) SERVICES LTD,Social care,"£1,208"
8001816481,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£1,208"
5201138372,EASTERN SHIRES PURCHASING ORGANISAT,General,"£1,207"
5201139671,MYERS (IDEAL SUPPLIES) LTD,General,"£1,207"
8001803461,ONE HOUSING GROUP LTD,Social care,"£1,206"
8001813581,RESIDENTIAL CARE SERVICES LTD,"Construction, Property and Fac Man","£1,206"
8001813622,RESIDENTIAL CARE SERVICES LTD,"Construction, Property and Fac Man","£1,206"
8001849598,SEVACARE (UK) LTD,Social care,"£1,205"
8001807133,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,204"
8001807092,W M PROPERTY ASSOCIATES LIMITED,"Construction, Property and Fac Man","£1,204"
8001807119,GATEWAY LEGAL & PROF SRVS (UK) LTD,"Construction, Property and Fac Man","£1,204"
8001807142,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,204"
8001807123,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,204"
5201139041,REDACTED PERSONAL DATA,Sport and Leisure,"£1,203"
8001811821,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,203"
8001819161,EXTRA MILE CARE COMPANY,Social care,"£1,202"
5201139222,CRYSTAL PERSONNEL SERVICES,General,"£1,202"
8001832881,DILIGENT CARE SERVICES LTD,Social care,"£1,202"
8001806421,MARCUS & MARCUS LTD,Social care,"£1,200"
5201138984,NORTH LONDON CATERING EQUIPMENT LTD,Food and Drink,"£1,200"
8001823121,VINEYARD (UK) SERVICES LTD,Social care,"£1,200"
8001823101,VINEYARD (UK) SERVICES LTD,Social care,"£1,200"
1900803750,O C CONSULTING (UK) LTD T/A MANESTR,"Construction, Property and Fac Man","£1,200"
1900804288,ONE40 LTD T/A TTP COMMUNITIES LTD,Public Health,"£1,200"
1900803985,REDACTED PERSONAL DATA,General,"£1,200"
1900802595,O C CONSULTING (UK) LTD T/A MANESTR,"Construction, Property and Fac Man","£1,200"
8001827381,MARCUS & MARCUS LTD,Social care,"£1,200"
1900803737,REDACTED PERSONAL DATA,General,"£1,200"
5201138888,ATKINS LTD,People and Recruitment,"£1,200"
8001850877,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,198"
8001850895,ATLAS PROPERTY LONDON LTD,"Construction, Property and Fac Man","£1,198"
8001850888,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,198"
1900803534,THE MARKFIELD PROJECT LTD,General,"£1,197"
8001807280,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,"£1,196"
8001807093,LOUISIANNA PROPERTIES LTD,Temporary Accommodation,"£1,196"
5201139599,ASKEWS & HOLTS LIBRARY SERVICES LTD,Communication,"£1,193"
8001808075,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£1,191"
8001809843,16 TO 21 PROJECT LTD,Temporary Accommodation,"£1,191"
5201139003,A CHAWHAN LTD,Children and Education,"£1,190"
1900804327,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£1,188"
8001834341,DILIGENT CARE SERVICES LTD,Social care,"£1,183"
1900803539,THAMES WATER UTILITIES LTD (PROPERT,Energy and Utilities,"£1,182"
8001811973,FINEFAIR LTD,"Construction, Property and Fac Man","£1,180"
8001818481,EXTRA MILE CARE COMPANY,Social care,"£1,178"
8001848852,GREATER LONDON FOSTERING LTD,Children and Education,"£1,177"
8001848853,GREATER LONDON FOSTERING LTD,Children and Education,"£1,177"
8001847022,LONDON CARE PLC,Social care,"£1,176"
8001807108,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,176"
8001807111,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,176"
8001807163,TOWER ESTATES (LODGE) LIMITED,Temporary Accommodation,"£1,176"
8001807112,LOUISIANNA PROPERTIES LTD,"Construction, Property and Fac Man","£1,176"
8001823801,ONE HOUSING GROUP LTD,Social care,"£1,176"
8001850911,PHOENIX COMMUNITY CARE LTD,"Construction, Property and Fac Man","£1,175"
5201139668,ELEGANCE FURNITURE SUPPLIES LTD,General,"£1,172"
1900803375,REDACTED PERSONAL DATA,Legal,"£1,170"
8001849718,SEVACARE (UK) LTD,Social care,"£1,169"
8001842081,THE PROPERTY COMPANY LONDON LTD,Temporary Accommodation,"£1,168"
1900804478,HORIZON TEACHERS LTD,People and Recruitment,"£1,167"
5201139368,REDACTED PERSONAL DATA,Sport and Leisure,"£1,167"
8001850988,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£1,166"
8001827621,HAIL LTD,Social care,"£1,164"
8001794781,HAIL LTD,Social care,"£1,164"
8001801461,CLARITY-EMPLOYMENT FOR BLIND PEOPLE,Social care,"£1,164"
