Transaction No.,Vendor Name, Category ,Amount
1900798955,PIPERS PROJECTS LTD,Communication,"£8,500.00"
1900798864,TRI-X-CHILDCARE LTD,IT and Telecoms,"£8,500.00"
1900799707,P SENIOR ASSOCIATES,Children and Education,"£8,500.00"
5201134794,CAPITA PROPERTY & INFRASTRUCTURE LT,"Construction, Property and Fac Man","£8,494.00"
5201132775,B & L COACHES,Transport & Travel,"£8,455.20"
5201133224,RINGWAY JACOBS LIMITED,Public Realm,"£8,454.00"
5201133531,RINGWAY JACOBS LIMITED,Public Realm,"£8,454.00"
5201133535,RINGWAY JACOBS LIMITED,Public Realm,"£8,454.00"
5201134713,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£8,446.72"
8001764027,NORWOOD SCHOOLS LTD,Temporary Accommodation,"£8,431.30"
5201134629,RINGWAY JACOBS LIMITED,Public Realm,"£8,425.82"
8001748542,BEACON LODGE CHARITABLE TRUST,Children and Education,"£8,414.02"
8001764066,RESIDENTIAL CARE PROVIDERS LTD,Temporary Accommodation,"£8,403.71"
5201135362,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£8,368.54"
8001761336,INDEPENDENCE HOMES LTD,Temporary Accommodation,"£8,345.51"
1900799648,THE WHITTINGTON HOSPITAL NHS TRUST,People and Recruitment,"£8,333.00"
8001763950,MAGICARE LTD,Temporary Accommodation,"£8,331.62"
8001765322,DRS CARE HOMES LTD,Temporary Accommodation,"£8,293.48"
5201134122,INTUITIVE RECOVERY LTD,Social care,"£8,260.00"
1900799909,REDACTED PERSONAL DATA,Children and Education,"£8,250.29"
1900799876,LUBAVITCH GIRLS PRIMARY SCHOOL,Children and Education,"£8,242.50"
5201133843,GATENBYSANDERSON LTD,People and Recruitment,"£8,200.00"
1900799608,LYSI BUILDERS LTD,General,"£8,173.00"
1900798861,THOMAS RIDLEY & SON  LTD,Food and Drink,"£8,144.71"
1900798944,THOMAS RIDLEY & SON  LTD,Food and Drink,"£8,131.67"
8001765312,ROYAL MENCAP SOCIETY,Social care,"£8,110.71"
1900800099,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£8,091.70"
8001764064,SENSE,Temporary Accommodation,"£8,023.99"
1900798880,SIDE BY SIDE (CHILDREN) LTD,Children and Education,"£8,000.00"
1900798868,SIDE BY SIDE (CHILDREN) LTD,Children and Education,"£8,000.00"
1900798867,SIDE BY SIDE (CHILDREN) LTD,Children and Education,"£8,000.00"
1900798869,SIDE BY SIDE (CHILDREN) LTD,Children and Education,"£8,000.00"
1900798866,SIDE BY SIDE (CHILDREN) LTD,Children and Education,"£8,000.00"
1900798870,SIDE BY SIDE (CHILDREN) LTD,Children and Education,"£8,000.00"
1900798874,SIDE BY SIDE (CHILDREN) LTD,Children and Education,"£8,000.00"
1900798876,SIDE BY SIDE (CHILDREN) LTD,Children and Education,"£8,000.00"
1900798877,SIDE BY SIDE (CHILDREN) LTD,Children and Education,"£8,000.00"
1900798875,SIDE BY SIDE (CHILDREN) LTD,Children and Education,"£8,000.00"
1900798878,SIDE BY SIDE (CHILDREN) LTD,Children and Education,"£8,000.00"
8001765493,DRS CARE HOMES LTD,Temporary Accommodation,"£7,971.42"
8001765447,DRS CARE HOMES LTD,Temporary Accommodation,"£7,971.42"
8001765364,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£7,971.42"
8001754809,YOUNG GENERATION,Temporary Accommodation,"£7,971.42"
5201133955,EXPRESSWAYS LTD,Transport & Travel,"£7,889.81"
8001761307,SAIVAN CARE SERVICES LTD,Temporary Accommodation,"£7,878.39"
5201132768,GLOBAL MEDIA PRODUCTIONS,Communication,"£7,853.00"
8001719654,SUNCARE RECOVERY LTD,Temporary Accommodation,"£7,843.89"
8001761724,SUNCARE RECOVERY LTD,Temporary Accommodation,"£7,843.88"
8001765285,PRECIOUS HOMES LTD,Temporary Accommodation,"£7,809.21"
8001764068,PRECIOUS HOMES LTD,Temporary Accommodation,"£7,715.28"
8001736581,AFFINITY FOSTERING SERVICE LTD,Children and Education,"£7,712.66"
8001764198,PATHWAY HEALTHCARE LTD,Temporary Accommodation,"£7,622.44"
5201133959,CM MONITOR LIMITED,Communication,"£7,610.00"
8001761370,HILLGREEN CARE LIMITED,Temporary Accommodation,"£7,601.33"
1900799956,MENORAH GRAMMAR SCHOOL,Children and Education,"£7,590.00"
1900798905,THAMES WATER UTILITIES LTD,Energy and Utilities,"£7,567.99"
200343162,HORNSEY (NORTH LONDON) YMCA HOUSING,Social care,"£7,559.58"
200342694,HORNSEY (NORTH LONDON) YMCA HOUSING,Social care,"£7,559.58"
8001765385,GREENVIEW HEALTHCARE LTD,Temporary Accommodation,"£7,538.53"
1900799802,FORTISMERE ASSOCIATES LIMITED,People and Recruitment,"£7,520.00"
8001761367,GREEN LANES PROJECTS LTD,Temporary Accommodation,"£7,513.96"
5201134411,JOHN MCASLAN + PARTNERS LTD,General,"£7,500.00"
1900799480,RIDLEY & HALL SOLICITORS,Legal,"£7,500.00"
1900799505,HARINGEY ADVISORY GRP ON ALCOHOL,People and Recruitment,"£7,500.00"
1900799506,HARINGEY ADVISORY GRP ON ALCOHOL,People and Recruitment,"£7,500.00"
8001765283,CAVENDISH CARE,Temporary Accommodation,"£7,458.52"
5201133160,RUSKINS TREE SURGERY LTD,Public Realm,"£7,438.00"
5201133161,RUSKINS TREE SURGERY LTD,Public Realm,"£7,438.00"
5201134775,UNITED GUARDING SERVICES LTD,General,"£7,426.28"
5201133114,TRANSPORT INITIATIVES LLP,People and Recruitment,"£7,425.00"
1900800077,JOHN ROWAN AND PARTNERS LLP,"Construction, Property and Fac Man","£7,413.00"
5201135441,PACE FUELCARE LTD,Energy and Utilities,"£7,368.00"
5201134568,MOTT MACDONALD LIMITED,"Construction, Property and Fac Man","£7,360.25"
8001761368,HAIL LTD,Social care,"£7,321.74"
8001719735,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£7,310.47"
8001761806,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£7,310.47"
5201134229,JOINT ASSOC OF NISSA TRUST (J A N T,Learning and Development,"£7,275.00"
1900800150,WISE C SOLUTIONS LTD,People and Recruitment,"£7,250.00"
8001749521,ADELAIDE CARE LTD,Social care,"£7,215.00"
1900799069,COMPASS SECURITY SYSTEMS LTD,"Construction, Property and Fac Man","£7,213.84"
5201133450,NLA MEDIA ACCESS LTD,General,"£7,196.51"
8001765369,COMPLETE CARE SERVICES LTD,Temporary Accommodation,"£7,183.81"
1900800557,FLYNN COMMUNICATIONS LTD,General,"£7,150.00"
5201134941,THE PLAY INSPECTION COMPANY LTD,Public Realm,"£7,110.00"
1900799181,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£7,106.25"
1900799772,MACE LTD,"Construction, Property and Fac Man","£7,075.00"
5201134034,UNITED GUARDING SERVICES LTD,General,"£7,073.19"
1900798871,STUF STRATEGIC URBAN FUTURES,People and Recruitment,"£7,057.00"
5201135355,TFL SURFACE TRANSPORT,Public Realm,"£7,051.94"
5201134708,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£7,045.26"
5201132096,INNOVISION HEALTH & WELLBEING CIC,Social care,"£7,045.00"
1900799953,ACORN CARE & EDUCATION LTD (SALES),Children and Education,"£7,000.00"
1900800449,ANIMAL TRACKS PRODUCTIONS LTD,Children and Education,"£7,000.00"
8001765297,REDACTED PERSONAL DATA,Temporary Accommodation,"£6,947.49"
5201133162,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,938.92"
5201134228,CIPFA BUSINESS LIMITED,People and Recruitment,"£6,930.00"
1900799182,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£6,883.09"
1900796578,HERTFORDSHIRE REPOGRAPHICS,General,"£6,820.00"
5201134603,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,799.80"
5201134601,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,767.93"
5201134436,BOTTOMLINE TECHNOLOGIES LTD,IT and Telecoms,"£6,767.50"
8001761262,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£6,763.97"
8001761292,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£6,762.42"
8001747941,MARCUS & MARCUS LTD,Temporary Accommodation,"£6,752.00"
8001724501,MARCUS & MARCUS LTD,Temporary Accommodation,"£6,752.00"
5201134105,HARINGEY ADVISORY GRP ON ALCOHOL,Social care,"£6,750.00"
5201134572,GATENBYSANDERSON LTD,Communication,"£6,750.00"
5201134596,PACE FUELCARE LTD,Energy and Utilities,"£6,733.10"
8001765354,CONSENSA CARE LTD,Temporary Accommodation,"£6,719.92"
200342685,HORNSEY (NORTH LONDON) YMCA HOUSING,Social care,"£6,719.63"
200343153,HORNSEY (NORTH LONDON) YMCA HOUSING,Social care,"£6,719.63"
8001754660,INTEGRATED SERVICES PROGRAMME,Children and Education,"£6,719.20"
5201135244,PARAGON GROUP UK LIMITED,Communication,"£6,712.23"
8001754769,CREDO CARE LIMITED,Children and Education,"£6,700.42"
1900799667,GVA GRIMLEY LTD,General,"£6,700.00"
1900799698,ALLISON LODGE LIMITED,Finance,"£6,696.00"
1900799942,MENORAH GRAMMAR SCHOOL,Children and Education,"£6,666.66"
8001732261,PROTEA CARE HOMES (KENT) LTD,Temporary Accommodation,"£6,665.00"
1900798635,SIMON CONSULTANCY LTD,People and Recruitment,"£6,650.00"
8001765491,DRS CARE HOMES LTD,Temporary Accommodation,"£6,642.86"
8001764117,PRUDENTIAL CARE HOME LTD,Temporary Accommodation,"£6,642.86"
8001763815,THE PRIORY - POTTERS BAR,Temporary Accommodation,"£6,591.92"
5201135008,DIRECT SURVEILLANCE SOLUTIONS LTD,"Construction, Property and Fac Man","£6,572.50"
5201134774,UNITED GUARDING SERVICES LTD,General,"£6,543.56"
200342691,SOLACE WOMEN'S AID,Social care,"£6,527.84"
200343159,SOLACE WOMEN'S AID,Social care,"£6,527.84"
8001721621,DILIGENT CARE SERVICES LTD,Social care,"£6,489.60"
1900799936,SOUTHOVER EDUCATION LIMITED,Children and Education,"£6,480.65"
1900799954,SOUTHOVER EDUCATION LIMITED,Children and Education,"£6,480.65"
1900799180,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£6,460.27"
8001765309,REDACTED PERSONAL DATA,Temporary Accommodation,"£6,447.30"
1900799941,MENORAH GRAMMAR SCHOOL,Children and Education,"£6,433.52"
8001735321,ST ELIZABETHS CENTRE,Social care,"£6,421.96"
8001731341,ST ELIZABETHS CENTRE,Social care,"£6,421.96"
200342693,METROPOLITAN SUPPORT TRUST,Social care,"£6,399.65"
200343161,METROPOLITAN SUPPORT TRUST,Social care,"£6,399.65"
5201133446,DATA CENTRE RESPONSE LIMITED,IT and Telecoms,"£6,385.75"
8001627221,THE PRIORY GRANGE POTTERS BAR,Temporary Accommodation,"£6,379.28"
8001735384,NEXUS FOSTERING LIMITED,Children and Education,"£6,361.43"
1900798958,JOHN ROWAN AND PARTNERS LLP,"Construction, Property and Fac Man","£6,310.00"
5201134408,REDACTED PERSONAL DATA,"Construction, Property and Fac Man","£6,291.55"
1900800474,IHS (GLOBAL) LTD,Communication,"£6,290.00"
1900799132,SOUNDINGS (CONSTRUCTION) LTD,People and Recruitment,"£6,275.00"
5201134792,MIND IN HARINGEY,Social care,"£6,250.00"
8001763833,BARCHESTER HEALTHCARE  LTD,Temporary Accommodation,"£6,224.44"
8001754647,CREDO CARE LIMITED,Children and Education,"£6,200.00"
8001761272,MISHELLIS PROPERTIES LTD T/A MCA CA,Temporary Accommodation,"£6,200.00"
8001754648,CREDO CARE LIMITED,Children and Education,"£6,200.00"
8001754731,THE NATIONAL FOSTERING AGENCY LTD,Children and Education,"£6,191.14"
200342650,BROADWAY HOUSING ASSOCIATION,Social care,"£6,189.84"
200343115,BROADWAY HOUSING ASSOCIATION,Social care,"£6,189.84"
1900799458,REDACTED PERSONAL DATA,Legal,"£6,165.50"
5201134706,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,163.39"
1900799293,AGILISYS PROFESSIONAL SERVICES,People and Recruitment,"£6,120.00"
1900799852,BARNET ENFIELD+HARINGEY MH TRUST,People and Recruitment,"£6,092.00"
1900798942,BARNET ENFIELD+HARINGEY MH TRUST,Public Health,"£6,092.00"
8001761728,REDACTED PERSONAL DATA,Social care,"£6,068.07"
8001719657,REDACTED PERSONAL DATA,Social care,"£6,068.07"
1900799708,WILKIN CHAPMAN SOLICITORS,General,"£6,062.20"
1900798903,THAMES WATER UTILITIES LTD,Energy and Utilities,"£6,052.64"
8001765511,CMG LTD,Temporary Accommodation,"£6,051.20"
8001761768,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£6,027.33"
8001719697,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£6,027.33"
1900799837,DIGNITY FUNERALS LTD,General,"£6,025.00"
8001748981,EDENVALE CARE LIMITED,Temporary Accommodation,"£6,000.00"
8001748941,EDENVALE CARE LIMITED,Temporary Accommodation,"£6,000.00"
5201134795,CAPITA PROPERTY & INFRASTRUCTURE LT,"Construction, Property and Fac Man","£6,000.00"
8001749021,EDENVALE CARE LIMITED,Social care,"£6,000.00"
1900800137,SRH SOLUTIONS LTD,People and Recruitment,"£6,000.00"
8001748901,EDENVALE CARE LIMITED,Social care,"£6,000.00"
1900799548,HARINGEY PLAY ASSOCIATION,General,"£6,000.00"
1900799644,D LANGUAGES LTD,Communication,"£5,991.25"
1900799835,THOMAS RIDLEY & SON  LTD,Food and Drink,"£5,973.43"
1900799977,VAROSI ESTATES LIMITED,Temporary Accommodation,"£5,970.65"
8001765290,REDACTED PERSONAL DATA,Temporary Accommodation,"£5,954.79"
1900799719,STEP BY STEP,Children and Education,"£5,941.60"
8001717501,BEACON LODGE CHARITABLE TRUST,Children and Education,"£5,934.02"
8001719698,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£5,931.81"
8001761769,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£5,931.80"
8001765335,CHOICE SUPPORT,Temporary Accommodation,"£5,924.49"
200343150,HAIL LTD,Social care,"£5,919.70"
200342682,HAIL LTD,Social care,"£5,919.70"
5201134622,ADAMS & SUTHERLAND LTD,People and Recruitment,"£5,919.00"
8001765359,APOLLO CARE & SUPPORTED HOUSING LTD,Temporary Accommodation,"£5,895.30"
1900799801,ALPHA PLANNING LTD,People and Recruitment,"£5,850.00"
8001761313,HAIL LTD,Social care,"£5,841.41"
8001761311,HAIL LTD,Social care,"£5,841.41"
8001765457,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£5,823.58"
8001761732,DIMENSIONS (UK) LIMITED,Temporary Accommodation,"£5,822.55"
8001719661,DIMENSIONS (UK) LIMITED,Temporary Accommodation,"£5,822.55"
8001765492,CRAEGMOOR HEALTHCARE,Temporary Accommodation,"£5,809.63"
5201134870,LYNCADE LTD t/a CAVENDISH CARS,Transport & Travel,"£5,801.70"
1900798787,FORTISMERE ASSOCIATES LIMITED,People and Recruitment,"£5,800.00"
5201134723,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£5,796.85"
5201135005,DIRECT SURVEILLANCE SOLUTIONS LTD,"Construction, Property and Fac Man","£5,794.50"
5201134043,REDACTED PERSONAL DATA,People and Recruitment,"£5,773.70"
8001719961,ADELAIDE CARE LTD,Social care,"£5,772.00"
8001761279,SAIVAN CARE SERVICES LTD,Temporary Accommodation,"£5,765.95"
8001764213,SANDHURST LODGE LTD,Temporary Accommodation,"£5,757.14"
8001764073,OUTWARD HOUSING,Temporary Accommodation,"£5,757.14"
5201135550,HARINGEY RACE & EQUALITY COUNCIL,Communication,"£5,755.00"
8001764049,ROSELOCK LIMITED,Temporary Accommodation,"£5,750.89"
8001754562,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,748.33"
8001754751,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,748.33"
8001764070,NEXUS DIRECT,Temporary Accommodation,"£5,732.67"
1900800561,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£5,695.20"
5201134698,EBASE TECHNOLOGY LTD,IT and Telecoms,"£5,691.80"
8001764071,HOFFMANN FOUNDATION FOR AUTISM,Temporary Accommodation,"£5,690.85"
200343129,HARINGEY ADVISORY GRP ON ALCOHOL,Social care,"£5,654.39"
200342663,HARINGEY ADVISORY GRP ON ALCOHOL,Social care,"£5,654.39"
1900799290,DISCLOSURE & BARRING SERVICE,People and Recruitment,"£5,648.00"
8001764067,OUTWARD HOUSING,Temporary Accommodation,"£5,645.90"
8001763601,OAK TREE CARE SERVICES LIMITED,Social care,"£5,600.00"
8001764094,NAS SERVICES LTD,Social care,"£5,572.95"
8001754680,CORE ASSETS FOSTERING LTD,Children and Education,"£5,568.48"
8001761433,VIRIDIAN HOUSING,Temporary Accommodation,"£5,525.96"
8001748881,EDENVALE CARE LIMITED,Social care,"£5,508.00"
8001748961,EDENVALE CARE LIMITED,Temporary Accommodation,"£5,508.00"
5201133129,MOYGLEN CONSTRUCTION LTD,"Construction, Property and Fac Man","£5,506.00"
8001719734,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£5,501.17"
8001761805,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£5,501.16"
1900799482,PLEXUS CLIENT ACCOUNT,Finance,"£5,500.00"
8001765321,ASHDENE HOUSE LTD,Temporary Accommodation,"£5,499.24"
8001764025,NORWOOD SCHOOLS LTD,Temporary Accommodation,"£5,469.23"
8001754686,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,460.91"
8001754610,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,460.91"
8001754795,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,460.91"
5201134302,SAM'S CARS LIMITED,Transport & Travel,"£5,458.70"
8001765264,BRAIN INJURY REHABILITATION TRUST,Social care,"£5,455.07"
8001732181,VINEYARD (UK) SERVICES LTD,Social care,"£5,451.60"
5201134607,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£5,450.68"
1900799134,SOUNDINGS (CONSTRUCTION) LTD,People and Recruitment,"£5,445.00"
8001764195,QUEEN ELIZABETH FOUNDATION D NO 1 A,Temporary Accommodation,"£5,420.58"
1900799289,DISCLOSURE & BARRING SERVICE,People and Recruitment,"£5,418.00"
8001714061,BEACON LODGE CHARITABLE TRUST,Children and Education,"£5,414.02"
1900798911,THAMES WATER UTILITIES LTD,Energy and Utilities,"£5,409.56"
8001756101,DILIGENT CARE SERVICES LTD,Social care,"£5,408.00"
8001732401,DILIGENT CARE SERVICES LTD,Social care,"£5,408.00"
8001765262,BEECH LODGE,Temporary Accommodation,"£5,402.86"
1900800560,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£5,402.57"
8001761332,HERITAGE CARE,Temporary Accommodation,"£5,380.88"
8001764177,NORWOOD SCHOOLS LTD,Temporary Accommodation,"£5,352.82"
1900799703,THE BUSINESS OF CITIES LTD,General,"£5,350.63"
200342686,ONE HOUSING GROUP LTD,Social care,"£5,335.49"
200343154,ONE HOUSING GROUP LTD,Social care,"£5,335.49"
5201133122,ADAMS & SUTHERLAND LTD,People and Recruitment,"£5,325.00"
1900799798,FORTISMERE ASSOCIATES LIMITED,People and Recruitment,"£5,320.00"
8001765525,DRS CARE HOMES LTD,Temporary Accommodation,"£5,314.28"
8001765529,DRS CARE HOMES LTD,Temporary Accommodation,"£5,314.28"
8001761289,SCOPE,Social care,"£5,306.19"
8001761355,HAIL LTD,Social care,"£5,303.38"
8001761310,HAIL LTD,Social care,"£5,298.39"
8001761312,HAIL LTD,Social care,"£5,297.10"
8001761468,THE GRANGE,Social care,"£5,292.86"
8001740824,EBONYCARE,Temporary Accommodation,"£5,292.86"
8001765421,CHOICE SUPPORT,Temporary Accommodation,"£5,291.78"
5201133956,B & L COACHES,Transport & Travel,"£5,290.40"
8001754585,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,288.60"
8001754570,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,288.47"
8001754568,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,288.47"
8001754587,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,288.29"
1900798545,EYLA,Children and Education,"£5,250.00"
5201134871,LYNCADE LTD t/a CAVENDISH CARS,Transport & Travel,"£5,229.01"
5201133628,LONDON BOROUGH OF ENFIELD,General,"£5,220.90"
8001761275,GREEN LANES PROJECTS LTD,Temporary Accommodation,"£5,219.06"
200342677,WILLOW HOUSING & CARE,Social care,"£5,216.44"
200343145,WILLOW HOUSING & CARE,Social care,"£5,216.44"
8001756181,COGHLAN LODGES LIMITED,Social care,"£5,200.00"
8001719659,SCOPE,Social care,"£5,197.90"
8001761730,SCOPE,Social care,"£5,197.90"
8001727141,SOMEWHERE HOUSE LTD,Social care,"£5,191.80"
1900798933,THOMAS RIDLEY & SON  LTD,Food and Drink,"£5,189.49"
1900799697,ALLISON LODGE LIMITED,Finance,"£5,184.00"
8001763828,LIVABILITY,Temporary Accommodation,"£5,183.82"
8001765286,SHERICO CARE SERVICES LTD,Temporary Accommodation,"£5,182.81"
1900799729,LONDON BOROUGH HAMMERSMITH & FULHAM,General,"£5,168.45"
8001764125,REHABILITATION EDUCAT & COMM HOMES,Temporary Accommodation,"£5,148.38"
8001765438,CHOICE SUPPORT,Temporary Accommodation,"£5,142.05"
8001761285,MACINTYRE CARE,Temporary Accommodation,"£5,124.35"
1900799071,BDI SECURITIES UK LIMITED,"Construction, Property and Fac Man","£5,121.00"
8001719662,SCOPE,Social care,"£5,120.14"
8001761733,SCOPE,Social care,"£5,120.14"
8001742981,PREMIER CAREWAITING LTD,Social care,"£5,120.00"
8001752561,PREMIER CAREWAITING LTD,Social care,"£5,120.00"
5201134435,CIVICA UK LTD,IT and Telecoms,"£5,100.00"
8001754806,HILLCREST CARE SERVICES LTD,Temporary Accommodation,"£5,097.28"
8001761302,HERITAGE CARE,Temporary Accommodation,"£5,082.06"
8001761301,HERITAGE CARE,Temporary Accommodation,"£5,082.01"
1900799774,JVM LTD,People and Recruitment,"£5,074.73"
8001765374,CASCADE CARE LTD,Temporary Accommodation,"£5,068.24"
1900799868,EAST SUSSEX COUNTY COUNCIL,Children and Education,"£5,060.00"
8001754662,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,057.42"
8001765901,HAIL LTD,Social care,"£5,043.50"
8001765961,HAIL LTD,Social care,"£5,043.50"
8001764046,ROYAL NATIONAL INSTITUTE FOR DEAF P,Social care,"£5,042.02"
8001761392,GLENPAT HOMES LTD,Temporary Accommodation,"£5,017.58"
8001761466,HAIL LTD,Social care,"£5,017.51"
5201134910,RUSKINS TREE SURGERY LTD,Public Realm,"£5,016.00"
5201135194,RUSKINS TREE SURGERY LTD,Public Realm,"£5,016.00"
5201134677,ON TIME PARKING SOLUTIONS,Public Realm,"£5,010.00"
