 Transaction  No  , Vendor ,Category,Amount
8001789483,PALM COVE SOCIETY CIC,Temporary Accommodation,"£6,338"
1900801987,JOHN ROWAN AND PARTNERS LLP,"Construction, Property and Fac Man","£6,310"
1900800921,PROPERTY AND DESIGN CONSULTANCY LTD,People and Recruitment,"£6,300"
8001801918,REDACTED PERSONAL DATA,Temporary Accommodation,"£6,275"
1900801313,THE BRANDON CENTRE,People and Recruitment,"£6,250"
5201137688,AGE UK HARINGEY,Social care,"£6,250"
5201137687,AGE UK HARINGEY,Social care,"£6,250"
1900801625,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£6,248"
8001758761,AUTISM WEST MIDLANDS,Social care,"£6,237"
5201136180,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,234"
1900801650,DISCLOSURE & BARRING SERVICE,People and Recruitment,"£6,220"
8001770321,ST ELIZABETHS CENTRE,Social care,"£6,215"
200343808,BROADWAY HOUSING ASSOCIATION,Social care,"£6,190"
5201135633,SAVILLS (UK) LIMITED,People and Recruitment,"£6,150"
5201138083,GATENBYSANDERSON LTD,People and Recruitment,"£6,150"
1900801338,JOHN ROWAN AND PARTNERS LLP,"Construction, Property and Fac Man","£6,149"
5201136273,PENNA PLC,General,"£6,148"
8001798182,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£6,109"
8001798214,HOFFMANN FOUNDATION FOR AUTISM,Social care,"£6,108"
5201136603,RUSKINS TREE SURGERY LTD,Public Realm,"£6,100"
1900802129,BARNET ENFIELD+HARINGEY MH TRUST,Public Health,"£6,092"
1900800968,PENNA PLC,People and Recruitment,"£6,088"
5201136183,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£6,080"
8001794461,B&M INVESTMENTS LIMITED,General,"£6,075"
8001801975,CONSENSA CARE LTD,Temporary Accommodation,"£6,070"
5201137472,CAPITA PROPERTY & INFRASTRUCTURE LT,"Construction, Property and Fac Man","£6,045"
5201136021,RINGWAY JACOBS LIMITED,Public Realm,"£6,041"
1900801009,C & A BUILDING,General,"£6,000"
8001802110,DRS CARE HOMES LTD,Temporary Accommodation,"£6,000"
5201137244,CITY OF LONDON CORPORATION,People and Recruitment,"£6,000"
8001803578,PRUDENTIAL CARE HOME LTD,Temporary Accommodation,"£6,000"
1900800978,IPEOPLE SERVICES LIMITED,People and Recruitment,"£5,990"
5201136184,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£5,969"
8001798662,THE PRIORY - POTTERS BAR,Temporary Accommodation,"£5,954"
1900800769,WOOD GREEN SALVATION ARMY PLAYGROUP,General,"£5,897"
1900800791,HORNSEY RIDGE PLAYGROUP,General,"£5,897"
8001803592,NAZARETH CARE CHARITABLE TRUST,Temporary Accommodation,"£5,895"
8001801930,REDACTED PERSONAL DATA,Temporary Accommodation,"£5,823"
5201137339,B & L COACHES,Transport & Travel,"£5,819"
8001775001,ST ELIZABETHS CENTRE,Social care,"£5,800"
5201138243,PAUL FRASER ASSOCIATES LTD,People and Recruitment,"£5,790"
5201136073,MIDLAND FORESTRY LTD,Public Realm,"£5,782"
1900801652,DISCLOSURE & BARRING SERVICE,People and Recruitment,"£5,770"
8001774378,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£5,762"
1900801291,FOOTSTEPS FOOTBALL ACADEMY,Children and Education,"£5,720"
1900801757,HOMES FOR HARINGEY LIMITED,People and Recruitment,"£5,718"
200343822,HARINGEY ADVISORY GRP ON ALCOHOL,Social care,"£5,654"
8001791941,VINEYARD (UK) SERVICES LTD,Social care,"£5,646"
1900801208,REDACTED PERSONAL DATA,Legal,"£5,645"
5201136383,VICTIM SUPPORT,General,"£5,625"
8001798678,BARCHESTER HEALTHCARE  LTD,Temporary Accommodation,"£5,622"
8001791981,VINEYARD (UK) SERVICES LTD,Social care,"£5,606"
5201136182,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£5,602"
8001773921,OAK TREE CARE SERVICES LIMITED,Social care,"£5,600"
8001798192,MISHELLIS PROPERTIES LTD T/A MCA CA,Temporary Accommodation,"£5,600"
5201138080,MIDLAND FORESTRY LTD,Public Realm,"£5,585"
8001802184,BROWNLOW ENTERPRISES LTD,Social care,"£5,579"
1900802126,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£5,569"
5201138280,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£5,546"
1900800977,IPEOPLE SERVICES LIMITED,People and Recruitment,"£5,542"
5201136074,KEEP BRITAIN TIDY,Learning and Development,"£5,526"
5201137550,ASIAN CARERS SUPPORT GROUP(HAR),Social care,"£5,500"
8001801894,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£5,499"
8001798847,REDACTED PERSONAL DATA,Social care,"£5,481"
200343843,HAIL LTD,Social care,"£5,476"
5201135915,MOTT MACDONALD LIMITED,"Construction, Property and Fac Man","£5,462"
8001770981,VINEYARD (UK) SERVICES LTD,Social care,"£5,452"
8001791901,VINEYARD (UK) SERVICES LTD,Social care,"£5,452"
8001798887,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£5,444"
5201136742,BRIMALK LTD,IT and Telecoms,"£5,412"
8001784021,SEVACARE (UK) LTD,Social care,"£5,412"
8001785701,DILIGENT CARE SERVICES LTD,Social care,"£5,408"
1900801623,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£5,406"
1900801143,POTTER RAPER PARTNERSHIP,"Construction, Property and Fac Man","£5,400"
8001801911,REDACTED PERSONAL DATA,Temporary Accommodation,"£5,379"
5201136201,CIVICA UK LTD,Public Realm,"£5,376"
8001798888,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£5,358"
8001801956,CHOICE SUPPORT,Temporary Accommodation,"£5,351"
1900802299,VAROSI ESTATES LIMITED,Temporary Accommodation,"£5,340"
200343847,ONE HOUSING GROUP LTD,Social care,"£5,335"
1900800973,LOVELL PARTNERSHIPS LTD,"Construction, Property and Fac Man","£5,332"
5201137894,ADAMS & SUTHERLAND LTD,People and Recruitment,"£5,325"
8001801980,APOLLO CARE & SUPPORTED HOUSING LTD,Temporary Accommodation,"£5,325"
1900800868,MARSH LTD,Finance,"£5,321"
8001798234,HAIL LTD,Social care,"£5,276"
8001798232,HAIL LTD,Social care,"£5,276"
8001802077,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£5,260"
8001798851,DIMENSIONS (UK) LIMITED,Temporary Accommodation,"£5,259"
8001802111,CRAEGMOOR HEALTHCARE,Temporary Accommodation,"£5,247"
1900802192,THAMES WATER UTILITIES LTD,Energy and Utilities,"£5,246"
200343838,WILLOW HOUSING & CARE,Social care,"£5,216"
8001798201,SAIVAN CARE SERVICES LTD,Temporary Accommodation,"£5,208"
8001803534,OUTWARD HOUSING,Temporary Accommodation,"£5,200"
8001802176,DRS CARE HOMES LTD,Temporary Accommodation,"£5,200"
8001803510,ROSELOCK LIMITED,Temporary Accommodation,"£5,194"
8001803531,NEXUS DIRECT,Temporary Accommodation,"£5,178"
1900801339,DSI BILLING SERVICES,General,"£5,145"
8001794479,GCH PEREGRINE HOUSE LTD,Temporary Accommodation,"£5,143"
8001803532,HOFFMANN FOUNDATION FOR AUTISM,Temporary Accommodation,"£5,140"
8001766661,ABBEYDALE RESIDENTIAL CARE HOME,Temporary Accommodation,"£5,137"
1900800876,AGILISYS PROFESSIONAL SERVICES,People and Recruitment,"£5,123"
8001803528,OUTWARD HOUSING,Temporary Accommodation,"£5,100"
1900800869,HILLCREST CARE LTD,Children and Education,"£5,097"
8001784121,SEVACARE (UK) LTD,Social care,"£5,097"
1900801071,LONDON FORENSIC PATHOLOGY LTD,General,"£5,078"
5201137236,H20 BUILDING SERVICES,Energy and Utilities,"£5,063"
8001791801,ABBEYDALE RESIDENTIAL CARE HOME,Temporary Accommodation,"£5,054"
1900802624,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£5,040"
5201136088,RINGWAY JACOBS LIMITED,Public Realm,"£5,035"
8001803555,NAS SERVICES LTD,Social care,"£5,034"
1900802138,YESODEY HATORAH PRIMARY GIRLS SCHOO,Children and Education,"£5,025"
8001792981,VINEYARD (UK) SERVICES LTD,Social care,"£5,021"
5201138216,THE MORRIS HOUSE GROUP PRACTICE,Public Health,"£5,020"
1900801968,REDACTED PERSONAL DATA,Children and Education,"£5,000"
1900802131,LB OF EALING,Public Health,"£5,000"
1900802564,SOUTHERN,Transport & Travel,"£4,999"
8001792680,SEVACARE (UK) LTD,Social care,"£4,999"
8001770243,SEVACARE (UK) LTD,Social care,"£4,995"
8001798354,VIRIDIAN HOUSING,Temporary Accommodation,"£4,991"
1900802183,PARENTS & CHILDREN TOGETHER,Children and Education,"£4,980"
1900800889,AGILISYS PROFESSIONAL SERVICES,People and Recruitment,"£4,973"
8001798923,UNIFIED CARE LTD T/A VICTORIA'S CAR,Temporary Accommodation,"£4,969"
8001801942,ASHDENE HOUSE LTD,Temporary Accommodation,"£4,967"
5201134382,HALCROW GROUP LTD,People and Recruitment,"£4,950"
5201136020,RINGWAY JACOBS LIMITED,Public Realm,"£4,948"
5201136910,REDACTED PERSONAL DATA,General,"£4,943"
8001803485,NORWOOD SCHOOLS LTD,Temporary Accommodation,"£4,940"
8001801883,BRAIN INJURY REHABILITATION TRUST,Social care,"£4,927"
1900801011,C & A BUILDING,General,"£4,922"
1900802153,PREMIER CAREWAITING LTD,General,"£4,920"
8001803655,QUEEN ELIZABETH FOUNDATION D NO 1 A,Temporary Accommodation,"£4,896"
1900802250,OAKRAY LTD,"Construction, Property and Fac Man","£4,889"
1900802128,FRANKHAM CONSULTANCY GROUP LTD,"Construction, Property and Fac Man","£4,889"
8001801881,BEECH LODGE,Temporary Accommodation,"£4,880"
5201138231,VOICEABILITY ADVOCACY,General,"£4,879"
1900801867,YESODEY HATORAH PRIMARY GIRLS SCHOO,Children and Education,"£4,875"
8001798253,HERITAGE CARE,Temporary Accommodation,"£4,860"
8001803635,NORWOOD SCHOOLS LTD,Temporary Accommodation,"£4,835"
8001802147,DRS CARE HOMES LTD,Temporary Accommodation,"£4,800"
8001790861,EDENVALE CARE LIMITED,Social care,"£4,800"
8001802143,DRS CARE HOMES LTD,Temporary Accommodation,"£4,800"
8001790781,EDENVALE CARE LIMITED,Social care,"£4,800"
8001790801,EDENVALE CARE LIMITED,Temporary Accommodation,"£4,800"
8001790841,EDENVALE CARE LIMITED,Temporary Accommodation,"£4,800"
8001791501,ABBEYDALE RESIDENTIAL CARE HOME,Temporary Accommodation,"£4,793"
8001798211,SCOPE,Social care,"£4,793"
8001798277,HAIL LTD,Social care,"£4,790"
8001798231,HAIL LTD,Social care,"£4,786"
200343828,CYPRIOT ELDERLY & DISABLED GROUP,Social care,"£4,785"
200343834,TURKISH CYPRIOT WOMEN'S PROJECT,Social care,"£4,785"
200343831,KURDISH ADVICE CENTRE,Social care,"£4,785"
8001798233,HAIL LTD,Social care,"£4,784"
5201138079,MIDLAND FORESTRY LTD,Public Realm,"£4,783"
8001802042,CHOICE SUPPORT,Temporary Accommodation,"£4,780"
5201138019,FACE RECORDING & MEASUREMENT SYSTEM,IT and Telecoms,"£4,767"
5201136265,RINGWAY JACOBS LIMITED,Public Realm,"£4,765"
5201135841,RINGWAY JACOBS LIMITED,Public Realm,"£4,753"
5201136605,TEAM (ENERGY AUDITING AGENCY LTD),Energy and Utilities,"£4,725"
8001798195,GREEN LANES PROJECTS LTD,Temporary Accommodation,"£4,714"
8001798849,SCOPE,Social care,"£4,695"
8001798673,LIVABILITY,Temporary Accommodation,"£4,682"
8001801907,SHERICO CARE SERVICES LTD,Temporary Accommodation,"£4,681"
1900802175,DIGNITY FUNERALS LTD,General,"£4,675"
5201136018,RINGWAY JACOBS LIMITED,Public Realm,"£4,660"
1900801195,RINGWAY JACOBS LIMITED,Public Realm,"£4,658"
8001803584,REHABILITATION EDUCAT & COMM HOMES,Temporary Accommodation,"£4,650"
8001802059,CHOICE SUPPORT,Temporary Accommodation,"£4,644"
8001798207,MACINTYRE CARE,Temporary Accommodation,"£4,628"
8001798852,SCOPE,Social care,"£4,625"
5201138263,CoreRFID LTD,Communication,"£4,624"
8001767901,HAIL LTD,Social care,"£4,610"
5201137336,LYNCADE LTD t/a CAVENDISH CARS,Transport & Travel,"£4,608"
1900802139,HILLCREST CARE LTD,Children and Education,"£4,604"
1900800937,BNP PARIBAS REAL ESTATE A&P MGMT UK,"Construction, Property and Fac Man","£4,598"
8001798223,HERITAGE CARE,Temporary Accommodation,"£4,590"
8001798222,HERITAGE CARE,Temporary Accommodation,"£4,590"
8001801995,CASCADE CARE LTD,Temporary Accommodation,"£4,578"
1900800969,PENNA PLC,People and Recruitment,"£4,566"
8001803507,ROYAL NATIONAL INSTITUTE FOR DEAF P,Social care,"£4,554"
200343857,EPIC TRUST - SWALLOW HOUSE,Social care,"£4,550"
8001798934,ADR CARE HOMES LTD,Social care,"£4,547"
5201135854,RINGWAY JACOBS LIMITED,Public Realm,"£4,541"
1900802109,REDACTED PERSONAL DATA,Children and Education,"£4,538"
8001798314,GLENPAT HOMES LTD,Temporary Accommodation,"£4,532"
8001798386,HAIL LTD,Social care,"£4,532"
8001803523,ROYAL NATIONAL INSTITUTE FOR DEAF P,Social care,"£4,524"
8001778721,MAREGO LTD,Social care,"£4,489"
8001802121,APOLLO CARE & SUPPORTED HOUSING LTD,Temporary Accommodation,"£4,480"
8001802109,CHOICE SUPPORT,Temporary Accommodation,"£4,471"
8001802048,CHOICE SUPPORT,Temporary Accommodation,"£4,471"
8001798225,HERITAGE CARE,Temporary Accommodation,"£4,470"
8001777661,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£4,466"
8001798327,HAIL LTD,Social care,"£4,460"
8001798265,HAIL LTD,Social care,"£4,447"
8001766856,YOUNG OPTIONS COLLEGE LTD,"Construction, Property and Fac Man","£4,429"
8001766863,AFTER CARE (N W) LIMITED,"Construction, Property and Fac Man","£4,429"
1900801636,IPEOPLE SERVICES LIMITED,People and Recruitment,"£4,425"
1900801822,IPEOPLE SERVICES LIMITED,People and Recruitment,"£4,425"
1900800747,COMMUNITY SERVICE VOLUNTEERS (CSV),People and Recruitment,"£4,425"
1900801149,IPEOPLE SERVICES LIMITED,People and Recruitment,"£4,425"
1900801921,THAMES WATER UTILITIES LTD (PROPERT,Energy and Utilities,"£4,420"
5201136019,RINGWAY JACOBS LIMITED,Public Realm,"£4,420"
8001801916,CHOICE SUPPORT,Temporary Accommodation,"£4,419"
8001801919,CHOICE SUPPORT,Temporary Accommodation,"£4,419"
8001801935,CHOICE SUPPORT,Temporary Accommodation,"£4,419"
8001801908,CHOICE SUPPORT,Temporary Accommodation,"£4,419"
8001801931,CHOICE SUPPORT,Temporary Accommodation,"£4,414"
8001803513,PRECIOUS HOMES LTD,Temporary Accommodation,"£4,412"
8001803516,PRECIOUS HOMES LTD,Temporary Accommodation,"£4,412"
8001790821,EDENVALE CARE LIMITED,Temporary Accommodation,"£4,406"
8001790761,EDENVALE CARE LIMITED,Social care,"£4,406"
8001801900,GREEN LANES PROJECTS LTD,Temporary Accommodation,"£4,400"
5201136880,REDACTED PERSONAL DATA,Learning and Development,"£4,382"
5201135859,RINGWAY JACOBS LIMITED,Public Realm,"£4,374"
5201136738,RINGWAY JACOBS LIMITED,Public Realm,"£4,374"
8001801959,DRS CARE HOMES LTD,Temporary Accommodation,"£4,373"
1900802163,REDACTED PERSONAL DATA,General,"£4,350"
1900800826,ALLPAY LIMITED,Finance,"£4,345"
5201138223,THE MORRIS HOUSE GROUP PRACTICE,Public Health,"£4,340"
8001798326,HAIL LTD,Social care,"£4,337"
8001786281,DILIGENT CARE SERVICES LTD,Social care,"£4,326"
8001786241,DILIGENT CARE SERVICES LTD,Social care,"£4,326"
8001786321,DILIGENT CARE SERVICES LTD,Social care,"£4,326"
8001786261,DILIGENT CARE SERVICES LTD,Social care,"£4,326"
8001786361,DILIGENT CARE SERVICES LTD,Social care,"£4,326"
8001798206,MACINTYRE CARE,Temporary Accommodation,"£4,310"
8001802192,WATERFALL HSE LTD t/a AMBERLEY HOUS,Temporary Accommodation,"£4,308"
8001766902,ALERE CARE LIMITED,"Construction, Property and Fac Man","£4,296"
8001801977,APOLLO CARE & SUPPORTED HOUSING LTD,Temporary Accommodation,"£4,288"
5201136745,LAWRENCE HOUSE SURGERY,Public Health,"£4,288"
5201136747,LAWRENCE HOUSE SURGERY,Public Health,"£4,288"
5201136746,LAWRENCE HOUSE SURGERY,Public Health,"£4,288"
5201138264,SOMERSET GARDENS FAM HEALTHCARE CTR,Public Health,"£4,283"
5201138265,SOMERSET GARDENS FAM HEALTHCARE CTR,Public Health,"£4,283"
5201138266,SOMERSET GARDENS FAM HEALTHCARE CTR,Public Health,"£4,283"
8001798224,HERITAGE CARE,Temporary Accommodation,"£4,275"
8001798238,HAIL LTD,Social care,"£4,258"
8001798183,HAIL LTD,Social care,"£4,258"
8001798227,HAIL LTD,Social care,"£4,258"
5201137330,ASKEWS & HOLTS LIBRARY SERVICES LTD,Communication,"£4,197"
8001801934,CHOICE SUPPORT,Temporary Accommodation,"£4,166"
1900801912,DREAM MOVE LETTINGS LTD,Temporary Accommodation,"£4,154"
8001803579,PRUDENTIAL CARE HOME LTD,Temporary Accommodation,"£4,150"
5201138034,A CHAWHAN LTD,Children and Education,"£4,144"
5201135456,RUSKINS TREE SURGERY LTD,Public Realm,"£4,135"
1900801487,101 PLAYGROUP,General,"£4,133"
8001766421,BIKUR CHOLIM LTD,Social care,"£4,127"
8001792215,INTEGRATED SERVICES PROGRAMME,Children and Education,"£4,110"
8001778001,KARTEROS LTD T/A ST MARKS DAY SERVI,Social care,"£4,100"
8001778041,KARTEROS LTD T/A ST MARKS DAY SERVI,Social care,"£4,100"
8001788362,KARTEROS LTD T/A ST MARKS DAY SERVI,Social care,"£4,100"
8001802140,ADIEMUS CARE LIMITED T/A CHAPLIN LO,General,"£4,096"
8001798893,WILLOWCROFT CARE HOME LTD,Temporary Accommodation,"£4,085"
8001803569,PRUDENTIAL CARE GROUP (LONDON) LIMI,Temporary Accommodation,"£4,080"
8001781556,MANHATTAN PROPERTY SERVICES,"Construction, Property and Fac Man","£4,056"
8001789101,HAIL LTD,Social care,"£4,035"
8001801915,VOYAGE LTD,Temporary Accommodation,"£4,009"
8001801963,CMG LTD,Temporary Accommodation,"£4,006"
1900800680,AFRICAN-CARIBBEAN FUNERAL SERVICES,General,"£4,002"
1900801946,REDACTED PERSONAL DATA,Legal,"£4,000"
5201136853,EXTERION MEDIA (UK) LIMITED,Communication,"£4,000"
8001803484,NORWOOD SCHOOLS LTD,Temporary Accommodation,"£3,997"
8001801953,DRS CARE HOMES LTD,Temporary Accommodation,"£3,985"
5201137938,NORTH LONDON CATERING EQUIPMENT LTD,Food and Drink,"£3,985"
8001798717,BARCHESTER HEALTHCARE HOMES LTD,Temporary Accommodation,"£3,980"
1900801541,URBAN LAND MANAGEMENT LTD,Children and Education,"£3,974"
8001798762,MAGICARE LTD,General,"£3,966"
5201136983,COLLEGE OF HAR'GY ENF'LD & NE LONDO,Learning and Development,"£3,965"
5201136646,BOUNDS GREEN GROUP PRACTICE,Public Health,"£3,963"
1900802727,KORI,Energy and Utilities,"£3,953"
1900801829,TRI-X-CHILDCARE LTD,IT and Telecoms,"£3,950"
8001781806,CASTLE HOMES CARE LIMITED,Temporary Accommodation,"£3,940"
8001791661,L' ARCHE LAMBETH,Social care,"£3,932"
1900801373,ANTALIS LTD,Communication,"£3,928"
8001801885,LEONARD CHESHIRE DISABILITY,Social care,"£3,927"
8001766900,THEMICARE LTD,"Construction, Property and Fac Man","£3,924"
8001801962,CEPHAS CARE LTD,Temporary Accommodation,"£3,923"
1900801911,DREAM MOVE LETTINGS LTD,Temporary Accommodation,"£3,920"
8001793161,VINEYARD (UK) SERVICES LTD,Social care,"£3,919"
8001793221,VINEYARD (UK) SERVICES LTD,Social care,"£3,919"
8001793201,VINEYARD (UK) SERVICES LTD,Social care,"£3,919"
5201137887,MOUCHEL LIMITED,"Construction, Property and Fac Man","£3,917"
1900802249,TROWERS & HAMLINS LLP,"Construction, Property and Fac Man","£3,913"
1900802181,NORWOOD SCHOOLS LTD,Communication,"£3,900"
8001798355,CARETECH COMMUNITY SERVICES LTD,Temporary Accommodation,"£3,900"
8001798389,CARETECH COMMUNITY SERVICES LTD,Temporary Accommodation,"£3,900"
8001802127,ASHNESS CARE LTD,Temporary Accommodation,"£3,896"
8001776181,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£3,889"
1900800701,PRESCOTT THOMAS LTD,Food and Drink,"£3,888"
8001793341,VINEYARD (UK) SERVICES LTD,Social care,"£3,880"
8001793361,VINEYARD (UK) SERVICES LTD,Social care,"£3,880"
8001770881,VINEYARD (UK) SERVICES LTD,Social care,"£3,880"
8001803607,PRUDENTIAL CARE HOME LTD,Temporary Accommodation,"£3,876"
8001803609,PRUDENTIAL CARE HOME LTD,Temporary Accommodation,"£3,862"
8001803565,PRUDENTIAL CARE GROUP (LONDON) LIMI,Temporary Accommodation,"£3,862"
5201136262,KENYON BLOCK CONSULTANTS LTD,People and Recruitment,"£3,852"
1900801131,R & I ELECTRICAL SERVICES LTD,"Construction, Property and Fac Man","£3,846"
8001766869,URBAN LAND MANAGEMENT LTD,"Construction, Property and Fac Man","£3,840"
5201136607,TEAM (ENERGY AUDITING AGENCY LTD),Energy and Utilities,"£3,835"
5201137334,LYNCADE LTD t/a CAVENDISH CARS,Transport & Travel,"£3,829"
8001801992,ASHNESS CARE LTD,Temporary Accommodation,"£3,828"
8001802128,ASHNESS CARE LTD,Temporary Accommodation,"£3,820"
8001802047,ASHNESS CARE LTD,Temporary Accommodation,"£3,820"
8001802053,ASHNESS CARE LTD,Temporary Accommodation,"£3,820"
8001803573,ROYAL MENCAP SOCIETY,Temporary Accommodation,"£3,809"
8001803563,PRUDENTIAL CARE GROUP (LONDON) LIMI,Temporary Accommodation,"£3,802"
8001803631,PRUDENTIAL CARE HOME LTD,Temporary Accommodation,"£3,800"
8001803553,PRUDENTIAL CARE HOME LTD,Temporary Accommodation,"£3,800"
8001798200,OUTWARD HOUSING,Temporary Accommodation,"£3,800"
8001802175,DRS CARE HOMES LTD,Temporary Accommodation,"£3,800"
8001803630,PRUDENTIAL CARE HOME LTD,Temporary Accommodation,"£3,800"
8001798369,GLENHOLME MENTAL HEALTHCARE LIMITED,Temporary Accommodation,"£3,800"
8001801932,ASHNESS CARE LTD,Temporary Accommodation,"£3,793"
1900802184,PARENTS & CHILDREN TOGETHER,Children and Education,"£3,780"
8001798279,HAIL LTD,Social care,"£3,772"
1900801810,WHITTINGTON HOSPITAL NHS TRUST,Children and Education,"£3,763"
1900801621,HOMES FOR HARINGEY LIMITED,"Construction, Property and Fac Man","£3,759"
5201136643,THE QUEENSWOOD MEDICAL PRACTICE,Public Health,"£3,755"
5201138015,DELOITTE LLP NO 3 RECEIPTS ACCOUNT,People and Recruitment,"£3,750"
1900801823,IPEOPLE SERVICES LIMITED,People and Recruitment,"£3,750"
