Transaction  No.,Vendor Name,Category,Amount
8001544768,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£5,824"
8001545162,DIMENSIONS (UK) LIMITED,Temporary Accommodation,"£5,823"
8001546904,NORWOOD SCHOOLS LTD,Temporary Accommodation,"£5,818"
8001544807,CRAEGMOOR HEALTHCARE,Temporary Accommodation,"£5,793"
8001548141,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£5,790"
1900790062,ANTALIS MCNAUGHTON LIMITED,Communication,"£5,787"
8001558701,ADELAIDE CARE LTD,Social care,"£5,772"
8001545945,SAIVAN CARE SERVICES LTD,Temporary Accommodation,"£5,766"
1900790235,GATENBYSANDERSON LTD,People and Recruitment,"£5,760"
8001544849,GREEN LANES PROJECTS LTD,Social care,"£5,757"
8001546947,OUTWARD HOUSING,Temporary Accommodation,"£5,757"
8001546923,ROSELOCK LIMITED,Temporary Accommodation,"£5,751"
8001555803,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,748"
8001556006,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,748"
8001544631,CHOICE SUPPORT,Temporary Accommodation,"£5,741"
8001546944,NEXUS DIRECT,Temporary Accommodation,"£5,733"
8001546945,HOFFMANN FOUNDATION FOR AUTISM,Temporary Accommodation,"£5,691"
5201118212,FUSION LIFESTYLE,"Construction, Property and Fac Man","£5,679"
5201119112,FUSION LIFESTYLE,"Construction, Property and Fac Man","£5,679"
200337471,HARINGEY ADVISORY GRP ON ALCOHOL,Social care,"£5,654"
8001546941,OUTWARD HOUSING,Temporary Accommodation,"£5,646"
5201120454,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£5,610"
8001545582,OAK TREE CARE SERVICES LIMITED,Temporary Accommodation,"£5,600"
8001561510,OAK TREE CARE SERVICES LIMITED,Temporary Accommodation,"£5,600"
8001546972,NAS SERVICES LTD,Social care,"£5,573"
8001555949,CORE ASSETS FOSTERING LTD,Children and Education,"£5,568"
1900789292,LYNCADE LTD t/a CAVENDISH CARS,Travel,"£5,537"
8001546124,VIRIDIAN HOUSING,Temporary Accommodation,"£5,526"
1900789958,SRH SOLUTIONS LTD,People and Recruitment,"£5,500"
8001544616,ASHDENE HOUSE LTD,Temporary Accommodation,"£5,499"
8001559901,AUTISM WEST MIDLANDS,Social care,"£5,475"
1900790050,WOODWARD LEWIS LLP,People and Recruitment,"£5,463"
5201119048,TRUSTMARQUE SOLUTIONS LIMITED,IT and Telecoms,"£5,462"
8001555855,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,461"
8001555957,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,461"
8001556009,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,461"
8001544563,BRAIN INJURY REHABILITATION TRUST,Social care,"£5,455"
1900789922,RIG MEDICAL RECRUIT LTD,People and Recruitment,"£5,411"
8001555381,DILIGENT CARE SERVICES LTD,Social care,"£5,408"
8001544561,BEECH LODGE,Temporary Accommodation,"£5,403"
8001546966,OUTLOOK FOUNDATION (THE ),Temporary Accommodation,"£5,398"
1900790400,LONDON BOROUGH OF REDBRIDGE,Children and Education,"£5,371"
200337496,ST MUNGOS HOUSING ASSOCIATION,Social care,"£5,366"
5201118423,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£5,360"
8001547061,NORWOOD SCHOOLS LTD,Temporary Accommodation,"£5,353"
5201118429,SIMON CONSULTANCY LTD,People and Recruitment,"£5,320"
8001544850,DRS CARE HOMES LTD,Temporary Accommodation,"£5,314"
8001545958,SCOPE,Social care,"£5,306"
8001546035,HAIL LTD,Social care,"£5,303"
8001545983,HAIL LTD,Social care,"£5,298"
8001545985,HAIL LTD,Social care,"£5,297"
8001555828,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,289"
8001555939,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,288"
8001555940,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,288"
8001555830,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,288"
8001555936,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,288"
1900790367,B & L COACHES,Travel,"£5,238"
200337490,WILLOW HOUSING & CARE,Social care,"£5,216"
8001556034,SUPPORTED FOSTERING SERVICES,Children and Education,"£5,211"
8001545143,COGHLAN LODGES LIMITED,Social care,"£5,200"
8001545160,SCOPE,Social care,"£5,198"
5201118457,BINOH,Children and Education,"£5,190"
8001544577,SHERICO CARE SERVICES LTD,Temporary Accommodation,"£5,183"
200337502,ONE HOUSING GROUP LTD,Social care,"£5,163"
1900790224,PREMIER CAREWAITING LTD,General,"£5,152"
8001547006,REHABILITATION EDUCAT & COMM HOMES,Temporary Accommodation,"£5,148"
8001545953,MACINTYRE CARE,Temporary Accommodation,"£5,124"
8001545163,SCOPE,Social care,"£5,120"
1900789108,BDI SECURITIES UK LIMITED,"Construction, Property and Fac Man","£5,117"
8001544731,CHOICE SUPPORT,Temporary Accommodation,"£5,108"
5201119945,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£5,098"
1900790045,HILLCREST CARE LTD,Children and Education,"£5,097"
8001556059,HILLCREST CARE SERVICES LTD,Temporary Accommodation,"£5,097"
8001544677,CASCADE CARE LTD,Temporary Accommodation,"£5,068"
8001555919,INTEGRATED SERVICES PROGRAMME,Children and Education,"£5,057"
8001546920,ROYAL NATIONAL INSTITUTE FOR DEAF P,Social care,"£5,042"
1900790310,SOUTHERN LANDSCAPE AND CONSTRUCTION,"Construction, Property and Fac Man","£5,037"
1900790497,PAUL FRASER ASSOCIATES LTD,People and Recruitment,"£5,028"
8001546092,HAIL LTD,Social care,"£5,018"
8001546936,ROYAL NATIONAL INSTITUTE FOR DEAF P,Social care,"£5,009"
8001542249,SEVACARE (UK) LTD,Social care,"£5,002"
1900789240,HARRINGAY TRADERS ASSOCIATION,General,"£5,000"
1900789421,PLEXUS CLIENT ACCOUNT,Finance,"£5,000"
1900789802,PLEXUS CLIENT ACCOUNT,Finance,"£5,000"
5201118655,HARINGEY ADVISORY GRP ON ALCOHOL,General,"£5,000"
1900790479,SOUTH EASTERN TRAINS LTD,Travel,"£4,999"
1900790542,WOOD GREEN FILMS LTD,General,"£4,999"
8001544668,CONNIFIERS CARE LIMITED,Temporary Accommodation,"£4,998"
8001556042,SHINE FOSTERING LTD,Children and Education,"£4,982"
8001544821,APOLLO CARE & SUPPORTED HOUSING LTD,Temporary Accommodation,"£4,960"
8001544749,CHOICE SUPPORT,Temporary Accommodation,"£4,959"
1900790407,APOLLO PROPERTY SERVICES GROUP LTD,"Construction, Property and Fac Man","£4,926"
8001546022,HAIL LTD,Social care,"£4,924"
8001544737,CHOICE SUPPORT,Temporary Accommodation,"£4,918"
8001544805,CHOICE SUPPORT,Temporary Accommodation,"£4,918"
200337444,HARINGEY WOMENS FORUM,Social care,"£4,903"
1900790372,REDACTED PERSONAL DATA,General,"£4,900"
5201120026,PLM OFFICE SOLUTION,General,"£4,895"
8001555569,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£4,890"
5201119071,THAMES WATER UTILITIES LTD,Energy and Utilities,"£4,888"
8001544578,CHOICE SUPPORT,Temporary Accommodation,"£4,887"
8001544586,CHOICE SUPPORT,Temporary Accommodation,"£4,887"
8001544589,CHOICE SUPPORT,Temporary Accommodation,"£4,887"
8001544603,CHOICE SUPPORT,Temporary Accommodation,"£4,887"
8001544608,CHOICE SUPPORT,Temporary Accommodation,"£4,887"
8001546926,PRECIOUS HOMES LTD,Temporary Accommodation,"£4,884"
8001546929,PRECIOUS HOMES LTD,Temporary Accommodation,"£4,884"
8001561503,VINEYARD (UK) SERVICES LTD,Social care,"£4,865"
8001544634,DRS CARE HOMES LTD,Temporary Accommodation,"£4,841"
1900789112,PENNA PLC,People and Recruitment,"£4,828"
8001548441,MARCUS & MARCUS LTD,Temporary Accommodation,"£4,823"
8001552335,SHINE FOSTERING LTD,Children and Education,"£4,821"
5201119255,UNITED GUARDING SERVICES LTD,General,"£4,812"
8001546091,HAIL LTD,Social care,"£4,812"
1900788846,INFINISTATS LTD,People and Recruitment,"£4,800"
8001554482,EDENVALE CARE LIMITED,Social care,"£4,800"
8001554483,EDENVALE CARE LIMITED,Temporary Accommodation,"£4,800"
8001554484,EDENVALE CARE LIMITED,Temporary Accommodation,"£4,800"
8001554485,EDENVALE CARE LIMITED,Social care,"£4,800"
200337479,CYPRIOT ELDERLY & DISABLED GROUP,Social care,"£4,785"
200337482,KURDISH ADVICE CENTRE,Social care,"£4,785"
200337485,TURKISH CYPRIOT WOMEN'S PROJECT,Social care,"£4,785"
200337481,HARINGEY SOMALI COMMUNIT & CULTURAL,Social care,"£4,785"
8001545952,MACINTYRE CARE,Temporary Accommodation,"£4,772"
8001545995,HAIL LTD,Social care,"£4,760"
8001555872,SANKOFA CARE LTD,Children and Education,"£4,760"
8001544653,APOLLO CARE & SUPPORTED HOUSING LTD,Temporary Accommodation,"£4,747"
5201119114,UNITED GUARDING SERVICES LTD,General,"£4,738"
5201119068,TEAM (ENERGY AUDITING AGENCY LTD),Energy and Utilities,"£4,725"
8001546009,HERITAGE CARE,Temporary Accommodation,"£4,722"
8001555974,FAMILIES@FAMILY CARE LIMITED,Children and Education,"£4,721"
1900789081,HOMES FOR HARINGEY LIMITED,General,"£4,721"
8001545925,HAIL LTD,Social care,"£4,714"
8001545977,HAIL LTD,Social care,"£4,714"
8001545990,HAIL LTD,Social care,"£4,714"
5201119610,LONDON BOROUGH OF ENFIELD,Energy and Utilities,"£4,700"
8001544607,CHOICE SUPPORT,Temporary Accommodation,"£4,612"
8001547000,PRUDENTIAL CARE HOME LTD,Temporary Accommodation,"£4,595"
1900789933,WILKIN CHAPMAN SOLICITORS,General,"£4,592"
8001556165,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£4,571"
5201119281,NORTH LONDON CATERING EQUIPMENT LTD,Food and Drink,"£4,571"
5201119069,THAMES WATER UTILITIES LTD,Energy and Utilities,"£4,571"
5201118035,THE WHITTINGTON HOSPITAL NHS TRUST,General,"£4,558"
200337439,EPIC TRUST - SWALLOW HOUSE,Social care,"£4,550"
5201120036,TRANSPORT TRADING LTD,Travel,"£4,526"
1900788962,OPM,IT and Telecoms,"£4,525"
8001545210,WILLOWCROFT CARE HOME LTD,Temporary Accommodation,"£4,522"
8001546987,PRUDENTIAL CARE GROUP (LONDON) LIMI,Temporary Accommodation,"£4,517"
1900789828,ILANA RAPAPORT COMMUNICATIONS,Communication,"£4,500"
5201118901,ENERGY MANAGEMENT SOLUTIONS LIMITED,People and Recruitment,"£4,500"
8001556032,DIVERSE CARE (UK) LTD,Children and Education,"£4,490"
1900788967,PRESCOTT THOMAS LTD,Food and Drink,"£4,480"
8001555818,BY THE BRIDGE,Children and Education,"£4,458"
8001544585,VOYAGE LTD,Temporary Accommodation,"£4,438"
8001544639,CMG LTD,Temporary Accommodation,"£4,436"
8001546903,NORWOOD SCHOOLS LTD,Temporary Accommodation,"£4,426"
1900788659,COMMUNITY SERVICE VOLUNTEERS (CSV),Learning and Development,"£4,425"
8001545973,HERITAGE CARE,Temporary Accommodation,"£4,423"
8001545974,HERITAGE CARE,Temporary Accommodation,"£4,423"
8001545972,HERITAGE CARE,Temporary Accommodation,"£4,423"
5201119950,EFFECTABLE CONSTRUCTION SERVICES LT,Social care,"£4,415"
8001544628,DRS CARE HOMES LTD,Temporary Accommodation,"£4,412"
8001555920,THE FOSTERING FOUNDATION LTD,Children and Education,"£4,406"
8001554486,EDENVALE CARE LIMITED,Temporary Accommodation,"£4,406"
8001554487,EDENVALE CARE LIMITED,Social care,"£4,406"
8001543001,DILIGENT CARE SERVICES LTD,Social care,"£4,352"
8001544566,LEONARD CHESHIRE DISABILITY,Social care,"£4,348"
8001556038,HILLCREST CARE SERVICES LTD,Children and Education,"£4,340"
8001545481,TURKISH CYPRIOT COMMUNITY ASSN.,Social care,"£4,334"
1900790665,STUF STRATEGIC URBAN FUTURES,People and Recruitment,"£4,332"
8001546125,CARETECH COMMUNITY SERVICES LTD,Temporary Accommodation,"£4,318"
8001544827,ASHNESS CARE LTD,Temporary Accommodation,"£4,313"
5201120220,MAYBREY PRECISION CASTINGS LIMITED,"Construction, Property and Fac Man","£4,300"
8001547032,PRUDENTIAL CARE HOME LTD,Temporary Accommodation,"£4,291"
5201119113,UNITED GUARDING SERVICES LTD,General,"£4,290"
8001545975,HERITAGE CARE,Temporary Accommodation,"£4,290"
8001545182,ST ELIZABETHS CENTRE,Social care,"£4,286"
8001546983,PRUDENTIAL CARE GROUP (LONDON) LIMI,Temporary Accommodation,"£4,276"
8001547034,PRUDENTIAL CARE HOME LTD,Temporary Accommodation,"£4,276"
5201120441,THOMAS SINDEN LTD,"Construction, Property and Fac Man","£4,264"
1900788811,PRESCOTT THOMAS LTD,Food and Drink,"£4,256"
8001544853,SCIMITAR CARE HOTELS PLC,Temporary Accommodation,"£4,255"
8001544674,ASHNESS CARE LTD,Temporary Accommodation,"£4,238"
8001544736,ASHNESS CARE LTD,Temporary Accommodation,"£4,229"
8001544742,ASHNESS CARE LTD,Temporary Accommodation,"£4,229"
8001544828,ASHNESS CARE LTD,Temporary Accommodation,"£4,229"
8001546993,ROYAL MENCAP SOCIETY,Temporary Accommodation,"£4,218"
8001546981,PRUDENTIAL CARE GROUP (LONDON) LIMI,Temporary Accommodation,"£4,209"
8001545944,OUTWARD HOUSING,Temporary Accommodation,"£4,207"
8001546145,GLENHOLME MENTAL HEALTHCARE LIMITED,Temporary Accommodation,"£4,207"
8001546970,PRUDENTIAL CARE HOME LTD,Temporary Accommodation,"£4,207"
8001547055,PRUDENTIAL CARE HOME LTD,Temporary Accommodation,"£4,207"
8001547056,PRUDENTIAL CARE HOME LTD,Temporary Accommodation,"£4,207"
8001544605,ASHNESS CARE LTD,Temporary Accommodation,"£4,200"
1900788965,PRESCOTT THOMAS LTD,Food and Drink,"£4,188"
8001546038,HAIL LTD,Social care,"£4,176"
200337453,BROADWAY HOUSING ASSOCIATION,Social care,"£4,176"
5201119183,LUBAVITCH CAMP,Children and Education,"£4,174"
8001538243,TWINGLOBE CARE HOMES LTD,Temporary Accommodation,"£4,170"
8001556058,TURNING POINT CARE LIMITED,Temporary Accommodation,"£4,165"
8001555817,ACTION FOR CHILDREN,Children and Education,"£4,147"
8001544852,ASHNESS CARE LTD,Temporary Accommodation,"£4,141"
200337484,HARINGEY PHOENIX GROUP,Social care,"£4,135"
8001555838,CAPSTONE VISION FOSTER CARE LTD,Children and Education,"£4,119"
8001555811,FOSTER CARE ASSOCIATES LIMITED,Children and Education,"£4,118"
1900789106,THE BROOK SPECIAL PRIMARY SCHOOL,Children and Education,"£4,117"
8001544582,BARONSMEDE FAMILY HOME LTD,Temporary Accommodation,"£4,115"
8001545203,UNIFIED CARE LTD,Temporary Accommodation,"£4,105"
8001547033,PRUDENTIAL CARE HOME LTD,Temporary Accommodation,"£4,096"
8001545202,UNIFIED CARE LTD,Temporary Accommodation,"£4,094"
8001544721,DRS CARE HOMES LTD,Temporary Accommodation,"£4,084"
5201118793,CYCLE TRAINING UK LTD,Learning and Development,"£4,080"
1900789699,DIGNITY FUNERALS LTD,General,"£4,075"
8001546982,PRUDENTIAL CARE GROUP (LONDON) LIMI,Temporary Accommodation,"£4,074"
8001545992,GREENVIEW HEALTHCARE LTD,Temporary Accommodation,"£4,065"
8001547026,PRIORY GROUP LIMITED,Temporary Accommodation,"£4,037"
5201119220,WPG LIMITED,Communication,"£4,021"
8001556138,OAK TREE CARE SERVICES LIMITED,"Construction, Property and Fac Man","£4,021"
8001546980,PRUDENTIAL CARE GROUP (LONDON) LIMI,Temporary Accommodation,"£4,015"
8001547059,NORWOOD SCHOOLS LTD,Temporary Accommodation,"£4,013"
1900784337,BOWES PARK COMMUNITY ASSOCIATION,"Construction, Property and Fac Man","£4,000"
5201118159,REDACTED PERSONAL DATA,Legal,"£4,000"
5201119259,3D REID,"Construction, Property and Fac Man","£4,000"
5201119998,SWEETT (UK) LIMITED,"Construction, Property and Fac Man","£4,000"
8001544633,DRS CARE HOMES LTD,Temporary Accommodation,"£3,990"
8001544725,DRS CARE HOMES LTD,Temporary Accommodation,"£3,990"
8001544732,GREENFIELDS RES CARE HOMES LTD,Temporary Accommodation,"£3,986"
1900789132,MOYGLEN CONSTRUCTION LTD,"Construction, Property and Fac Man","£3,972"
8001546917,MAGICARE LTD,Temporary Accommodation,"£3,965"
8001546962,NEWNTON HOUSE RESIDENTIAL PROJECT,Temporary Accommodation,"£3,959"
8001547070,PAT SHAW HOUSE,Temporary Accommodation,"£3,952"
1900789872,PENNA PLC,People and Recruitment,"£3,950"
8001559482,L' ARCHE LAMBETH,Social care,"£3,932"
8001546953,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,920"
8001546956,REDACTED PERSONAL DATA,Temporary Accommodation,"£3,920"
8001551907,OASIS CARE & TRAINING AGENCY,Social care,"£3,920"
8001546997,PRUDENTIAL CARE HOME LTD,Temporary Accommodation,"£3,916"
8001552601,EAST THAMES GROUP,Social care,"£3,903"
8001544620,CASCADE CARE LTD,Temporary Accommodation,"£3,902"
8001544638,CEPHAS CARE LTD,Temporary Accommodation,"£3,858"
8001546965,SUNRISE OPERATIONS SOLIHULL LTD,Temporary Accommodation,"£3,843"
8001555956,FOSTER CARE ASSOCIATES LIMITED,Children and Education,"£3,841"
8001556163,LC MITSIOU AND SON LIMITED,"Construction, Property and Fac Man","£3,840"
5201119067,TEAM (ENERGY AUDITING AGENCY LTD),Energy and Utilities,"£3,835"
8001555814,NEXT STEP FOSTERING SERVICES LTD,Children and Education,"£3,804"
8001555943,NEXT STEP FOSTERING SERVICES LTD,Children and Education,"£3,804"
8001556027,MEDWAY COUNCIL,Children and Education,"£3,804"
8001547162,DYNAMIC PEOPLE LTD,Social care,"£3,803"
1900790307,WOODCROFT SCHOOL,Children and Education,"£3,795"
1900790308,WOODCROFT SCHOOL,Children and Education,"£3,795"
8001544635,APOLLO CARE & SUPPORTED HOUSING LTD,Temporary Accommodation,"£3,792"
8001544698,ESSEX CARE CONSORTIUM LTD,Temporary Accommodation,"£3,764"
8001544722,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£3,764"
8001544767,DRS CARE HOMES LTD,Temporary Accommodation,"£3,764"
8001545220,THE JENNIFER HOME,Temporary Accommodation,"£3,764"
8001546043,MAPLE CARE AND SUPPORT SERVICES LTD,Temporary Accommodation,"£3,764"
8001546127,GLENHOLME MENTAL HEALTHCARE LIMITED,Temporary Accommodation,"£3,764"
8001545249,ST ALEX LTD,Temporary Accommodation,"£3,753"
8001555905,MOMENTS FOSTERING LTD,Children and Education,"£3,751"
8001555906,MOMENTS FOSTERING LTD,Children and Education,"£3,751"
8001555566,YOUTH JUSTICE BOARD FOR ENGLAND & W,Children and Education,"£3,749"
8001555725,PERSON CENTRED CARE HOMES DAY OPPS,Social care,"£3,748"
8001556166,STEP AHEAD SERVICES LTD,"Construction, Property and Fac Man","£3,744"
8001545949,RESIDENTIAL CARE SERVICES LTD,Temporary Accommodation,"£3,737"
8001546932,THE ROLAND RESIDENTIAL CARE HOME,Temporary Accommodation,"£3,722"
8001546023,FAMILY MOSAIC,Temporary Accommodation,"£3,721"
8001555842,FOCUS ON FOSTERING LTD,Children and Education,"£3,721"
8001556050,PARENT & CHILD FOSTERING SERVICE,Children and Education,"£3,711"
8001556120,CARE R US LTD T/A KROSSROADS,"Construction, Property and Fac Man","£3,698"
8001556132,CARE R US LTD T/A KROSSROADS,"Construction, Property and Fac Man","£3,698"
8001544587,BETHEL CARE SERVICES LTD,Temporary Accommodation,"£3,695"
8001546922,L' ARCHE LAMBETH,Temporary Accommodation,"£3,688"
8001544604,ASHNESS CARE LTD,Temporary Accommodation,"£3,684"
1900789447,BRITISH TELECOMMUNICATION PLC,IT and Telecoms,"£3,678"
8001545200,BELMONT HOUSE CARE HOME,Temporary Accommodation,"£3,676"
8001545247,SOUTHGATE BEAUMOUNT CARE COMMUNITY,Temporary Accommodation,"£3,668"
8001555944,FUTURES FOR CHILDREN LIMITED,Children and Education,"£3,659"
8001555868,ETHELBERT SPECIALIST HOMES LTD,Children and Education,"£3,659"
8001555857,BLUE SKY FOSTERING LIMITED,Children and Education,"£3,645"
8001555832,FUTURES FOR CHILDREN LIMITED,Children and Education,"£3,639"
5201118636,METALCRAFT TOTTENHAM LTD,"Construction, Property and Fac Man","£3,636"
8001551481,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£3,632"
8001556523,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£3,632"
8001556160,SILVER BIRCH CARE LTD,"Construction, Property and Fac Man","£3,631"
8001555821,FAMILY MATTERS FOSTERING LTD,Children and Education,"£3,631"
8001545966,BLUE OPAL LIMITED,Temporary Accommodation,"£3,631"
8001555942,NEXT STEP FOSTERING SERVICES LTD,Children and Education,"£3,614"
8001555820,FAMILY MATTERS FOSTERING LTD,Children and Education,"£3,608"
1900788804,EYLA,Children and Education,"£3,600"
1900789829,MARY WHITE- HUMAN RESOURCES CONSULT,People and Recruitment,"£3,600"
5201120066,HOME CONNECTIONS LETTINGS LIMITED,IT and Telecoms,"£3,600"
8001544595,ASHLEY HOUSE,Temporary Accommodation,"£3,594"
8001555971,FOSTERCARE UK LTD,Children and Education,"£3,592"
1900790591,NPS GROUP LTD,"Construction, Property and Fac Man","£3,589"
8001555839,BRIGHTER FUTURES FOSTER CARE LTD,Children and Education,"£3,589"
8001555886,FUTURES FOR CHILDREN LIMITED,Children and Education,"£3,587"
8001555121,PARENTS & CHILDREN TOGETHER,Children and Education,"£3,582"
1900790054,CARE R US LTD T/A KROSSROADS,Children and Education,"£3,579"
8001556033,OUTLOOK FOSTERING SERVICES LTD,Children and Education,"£3,569"
5201118560,1ST CONTAINERS (UK) LIMITED,"Construction, Property and Fac Man","£3,565"
8001556154,LC MITSIOU AND SON LIMITED,"Construction, Property and Fac Man","£3,561"
8001558983,NTEC SUPPORT SERVICES LTD,Temporary Accommodation,"£3,560"
8001556122,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£3,558"
8001556130,ATLANTIC LODGE  LTD,"Construction, Property and Fac Man","£3,558"
8001555877,CORE ASSETS FOSTERING LTD,Children and Education,"£3,556"
8001555879,CORE ASSETS FOSTERING LTD,Children and Education,"£3,556"
8001555829,FOCUS ON FOSTERING LTD,Children and Education,"£3,554"
